Date,NIFTY_Close,NIFTY_High,NIFTY_Low,NIFTY_Open,Volume,Gold,Oil,USD_INR,India_VIX
2022-01-31,17339.849609375,17410.0,17264.150390625,17301.05078125,321700,1795.0,88.1500015258789,75.03900146484375,21.950000762939453
2022-02-01,17576.849609375,17622.400390625,17244.55078125,17529.44921875,386400,1800.300048828125,88.19999694824219,74.55580139160156,19.979999542236328
2022-02-02,17780.0,17794.599609375,17674.80078125,17706.19921875,271200,1809.199951171875,88.26000213623047,74.74549865722656,18.649999618530277
2022-02-03,17560.19921875,17781.150390625,17511.150390625,17767.75,226600,1803.0,90.2699966430664,74.82240295410156,19.15999984741211
2022-02-04,17516.30078125,17617.80078125,17462.55078125,17590.19921875,261400,1806.5999755859373,92.30999755859376,74.6438980102539,18.899999618530277
2022-02-07,17213.599609375,17536.75,17119.400390625,17456.30078125,265000,1820.5999755859373,91.31999969482422,74.64219665527344,20.440000534057617
2022-02-08,17266.75,17306.44921875,17043.650390625,17279.849609375,268500,1826.5999755859373,89.36000061035156,74.6583023071289,19.68000030517578
2022-02-09,17463.80078125,17477.150390625,17339.0,17370.099609375,236400,1835.199951171875,89.66000366210938,74.69519805908203,18.559999465942383
2022-02-10,17605.849609375,17639.44921875,17427.150390625,17554.099609375,273600,1836.199951171875,89.87999725341797,74.80889892578125,17.709999084472656
2022-02-11,17374.75,17454.75,17303.0,17451.0,253100,1840.800048828125,93.0999984741211,75.53839874267578,18.68000030517578
2022-02-14,16842.80078125,17099.5,16809.650390625,17076.150390625,305500,1868.0,95.45999908447266,75.34100341796875,22.979999542236328
2022-02-15,17352.44921875,17375.0,16839.25,16933.25,298700,1854.800048828125,92.06999969482422,75.6854019165039,20.61000061035156
2022-02-16,17322.19921875,17490.599609375,17257.69921875,17408.44921875,244500,1870.199951171875,93.66000366210938,75.17479705810547,20.59000015258789
2022-02-17,17304.599609375,17442.900390625,17235.849609375,17396.55078125,232100,1900.699951171875,91.76000213623048,75.04199981689453,22.01000022888184
2022-02-18,17276.30078125,17380.80078125,17219.19921875,17236.05078125,189600,1898.5999755859373,91.06999969482422,75.06300354003906,22.170000076293945
2022-02-21,17206.650390625,17351.05078125,17070.69921875,17192.25,215200,1898.5999755859373,91.06999969482422,74.68240356445312,22.899999618530277
2022-02-22,17092.19921875,17148.55078125,16843.80078125,16847.94921875,300100,1906.0999755859373,92.3499984741211,74.51699829101562,26.65999984741211
2022-02-23,17063.25,17220.69921875,17027.849609375,17194.5,200200,1909.199951171875,92.0999984741211,74.62300109863281,24.540000915527344
2022-02-24,16247.9501953125,16705.25,16203.25,16548.900390625,458000,1925.0999755859373,92.80999755859376,74.63300323486328,31.979999542236328
2022-02-25,16658.400390625,16748.80078125,16478.30078125,16515.650390625,329800,1886.5,91.58999633789062,75.4083023071289,26.739999771118164
2022-02-28,16793.900390625,16815.900390625,16356.2998046875,16481.599609375,404200,1899.4000244140625,95.72000122070312,75.06800079345703,28.56999969482422
2022-03-02,16605.94921875,16678.5,16478.650390625,16593.099609375,517700,1920.9000244140625,110.5999984741211,75.80120086669922,29.229999542236328
2022-03-03,16498.05078125,16768.94921875,16442.94921875,16723.19921875,442100,1934.4000244140625,107.66999816894533,75.63099670410156,28.15999984741211
